Date,Purchase Bid (MWh),Sell Bid (MWh),MCV (MWh),Final Scheduled Volume (MWh),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
2024-04-12,258727.05,324605.88,166523.42,165609.15,4601.48,4392.58
2024-04-13,231832.1,375454,155716.97,153542.11,3829.98,3762.82
2024-04-14,208221.48,420307.96,150837.56,150379.11,3357.18,3299.5
2024-04-15,260899.41,379731.91,167588.34,166265.6,3808.03,3765.5
2024-04-16,254740.96,312023.85,156963.75,157004.42,4417.08,4295.18
2024-04-17,267933.37,297890.03,155410.64,155410.64,5010.96,4943.24
2024-04-18,331304.3,228518.25,125627.99,125627.99,6840.33,5930.14
2024-04-19,255958.81,255161.74,119994.56,119994.56,5900.71,5148.02
2024-04-20,232659.82,271554.83,121751.63,121751.63,5648.25,5123.71
2024-04-21,175397.77,318420.88,110758.58,110758.58,4228.95,3934.1
2024-04-22,211731.27,266393.92,110004.47,110004.47,5003.51,4550.97
2024-04-23,237028.22,295514.8,127476.45,127476.45,5230.32,4661.75
2024-04-24,233424.59,276685.25,116900.27,116900.27,5188.29,4700.91
2024-04-25,201643.97,292605.81,104714.13,104714.13,4674.48,4288.4
2024-04-26,217513.78,271843.31,111266.21,111266.21,5034.43,4588.09
2024-04-27,285103.18,237046.54,117022.13,117022.13,6290.48,5326.19
2024-04-28,271031.22,255399,128038.11,128038.11,5873.02,5046.06
2024-04-29,344819.66,194771.1,110986.85,110986.85,6578.6,5324.56
2024-04-30,347469.9,216302.97,124266.89,124266.89,6785.37,5418.07
2024-05-01,255758.3,240739.51,115415.33,115415.33,5673.59,5034.01
2024-05-02,266624.12,229535.53,118885.18,118885.18,5800.43,4916.73
2024-05-03,284351.25,264744.01,131031.7,131031.7,5760.28,5079.94
2024-05-04,284669.21,246759.39,124907.26,124775.37,5844.17,4957.96
2024-05-05,236363.7,281825.79,129513.31,129513.31,5154.38,4648.37
2024-05-06,315238.66,215811.06,130260.78,130260.78,6140.86,5308.5
2024-05-07,238501.95,220266.88,111977.36,111977.36,5697.74,4814.31
2024-05-08,193289.05,226571,103647.98,103642.77,5143.32,4294.55
2024-05-09,157033.03,285601.23,102898.19,102898.19,4286.52,3866.56
2024-05-10,185044.73,280415.53,113123.38,113123.38,4785.17,4234.75
2024-05-11,170499.64,268649.51,111403.02,111403.02,4648.77,4267.44
2024-05-12,126998.31,349552.93,99535.58,99331.07,3080.8,3059.71
2024-05-13,186651.02,280137.23,130454.25,130454.25,4662.21,4476.99
2024-05-14,205026.13,289374.03,134693.31,134693.31,5005.22,4595.91
2024-05-15,202311.1,258489.34,117282.81,117282.81,5147.11,4968.77
2024-05-16,280823.46,243849.29,140285.76,140285.76,5572.9,5037.09
2024-05-17,309577.36,245700.43,143826.83,143826.83,5958.13,5422.89
2024-05-18,240854.71,296704.36,148036.54,148036.54,5477.41,5224.14
2024-05-19,222962.85,312314.92,143747.87,143747.87,4939.48,5051.75
2024-05-20,255905.48,262655.54,144045.7,144045.7,5514.79,4989.01
2024-05-21,252173.39,283150.15,154430.18,154430.18,5547.46,4989.18
2024-05-22,233950.59,303251.68,159472.94,159472.94,5265.37,4948.41
2024-05-23,300997.93,283085.99,170770.46,170770.46,5814,5253.99
2024-05-24,306708,268551.13,164750.29,164750.29,6032.94,5231.82
2024-05-25,326411.32,243487.52,147936.74,147936.74,6335.26,5408.15
2024-05-26,209332.46,349080.54,149874.55,149874.55,4465.56,3869.46
2024-05-27,307102.13,317750.13,174391.75,174391.75,5457.92,4904.84
2024-05-28,239841.68,345006.39,168845.77,168845.77,4624.48,4308.46
2024-05-29,276553.23,326435.17,177144.16,177144.16,4833.72,4416.1
2024-05-30,299967.14,337333.55,180400.45,180400.45,4999.49,4650
2024-05-31,338584.7,275605.05,172936.25,172936.25,5866.31,5249.28
2024-06-01,310383.8,252486.43,171137.96,171137.96,5876.9,5309.22
2024-06-02,214441.54,295713.89,156129.72,156129.72,4755.98,4622.18
2024-06-03,250573.26,264784.43,157925.56,157925.56,5377.27,4751.37
2024-06-04,307089.8,258881.62,170954.21,170954.21,6246.93,5473.7
2024-06-05,332567.55,225349.45,144231.64,144231.64,6467.19,5495.08
2024-06-06,292324.96,245333.99,140561.42,140561.42,5854.67,4957.14
2024-06-07,200711.77,279354.8,127320.92,127320.92,4973.11,4491.22
2024-06-08,209613.47,312990.16,153750.78,153750.78,4362.03,4350.74
2024-06-09,178420.47,358903.74,135703.62,135703.62,3332.54,3437.02
2024-06-10,253573.58,308444.83,155921.28,155921.28,4821.43,4552.02
2024-06-11,269546.72,308729.1,153360.11,153360.11,4917.51,4561.91
2024-06-12,294094.45,296774.56,159174.4,159174.4,5110.7,4569.51
2024-06-13,302643.84,314834.11,167009.92,167009.92,5227.45,4628.88
2024-06-14,293034.28,333259.22,174344.01,174344.01,4840.7,4446.96
2024-06-15,283592.29,294547.59,154193.14,154193.14,4931.63,4344.69
2024-06-16,300725.36,271630.11,144024.87,142930.73,5459.52,4747.28
2024-06-17,418070.59,243543.19,163582.57,163582.57,6361.17,5156.41
2024-06-18,393847.4,209571.19,138540.51,138540.51,6781.98,5418.99
2024-06-19,408259.52,232997.99,144220.12,144220.12,6722.47,5538.56
2024-06-20,339453.74,296252.55,189934.66,189301.5,6597.24,5964.77
2024-06-21,318509.07,322936.4,202902.23,165857.98,5435.04,4939.63
2024-06-22,328545.46,332604.84,200689.96,169399.3,5482.94,5111.35
2024-06-23,299809.34,321390.63,182805.89,163626.26,5147.28,4781.61
2024-06-24,340140.67,299588.86,189865.44,173167.53,5960.59,5345.33
2024-06-25,355145.83,302611.54,203737.14,181901.91,6326.24,5647.52
2024-06-26,323346.64,308025.44,193893.9,182434.25,5654.61,5142.3
2024-06-27,333093.67,281147.64,192515.41,181330.07,6151.5,5511.15
2024-06-28,254333.94,326255.86,168171.42,165614.33,4939.75,4818.02
2024-06-29,231842.86,390536.52,174639.12,174061.21,4146.5,4312.2
2024-06-30,239020.42,415379.8,183663.16,178547.21,3960,4187.06
2024-07-01,247460.41,368445.19,183065.97,183669.26,4103.68,4232.11
2024-07-02,247460.41,368445.19,186497.73,186638.47,3987.2,4084.17
2024-07-03,269510.39,420001.79,194305.65,196374.8,4247.49,4292.26
2024-07-04,286112.5,425045.16,196209.42,196890.15,4281.21,4135.16
2024-07-05,254355.07,452499.93,198351.59,198351.59,4194.49,4143.35
2024-07-06,285337.82,394806.09,196182.96,196182.96,4821.34,4541.55
2024-07-07,187310.55,486609.97,149125.32,149125.32,2889.54,3064.39
2024-07-08,229128.32,436949.02,166052,166052,4081.02,4111.15
2024-07-09,278541.69,382027.51,184613.2,184613.2,4747.77,4744.21
2024-07-10,305442.55,316520.88,187427.36,187427.36,5189.36,5078.9
2024-07-11,340734.71,260434.05,175355.67,175355.67,6093.18,5615.59
2024-07-12,298650.28,263036.73,162211.92,162211.92,5660.45,5169.85
2024-07-13,246246.5,280266.65,141122.73,141555.38,5018.21,4261.12
2024-07-14,209857.39,352143.14,158097.64,157827.63,3884.64,3946.06
2024-07-15,293897.01,298344.85,172497.06,172497.06,5157.55,4628.55
2024-07-16,331697.41,263538.51,171045.24,166802.24,5643,5009.05
2024-07-17,274908.69,255970.62,152858.24,147300.77,5353.8,4768.73
2024-07-18,350685.44,239159.59,158898.75,157811.93,6562.22,5736.77
2024-07-19,315228.59,247686.21,166095.41,158211.92,6205.05,5488.94
2024-07-20,292168.05,246025.28,161380.94,159603.24,5651.74,4970.82
2024-07-21,243288.01,318006.8,157984.69,152933.02,4596.74,4511.27
2024-07-22,252947.04,270478.26,153520.99,148493.05,4944.09,4443.76
2024-07-23,243073.84,243522.67,145437.34,142853.79,5071.64,4612.35
2024-07-24,281429.29,275705.87,160754.46,160127.57,5476.53,4979.72
2024-07-25,235655,291208.93,142610.01,141616.44,4679.96,4324.5
2024-07-26,241818.55,271059.35,135524.73,134634.61,4850.66,4409.05
2024-07-27,226192.71,304312.79,155867.97,151541,4480.05,4251.14
2024-07-28,222217.03,334984.53,151856.55,152427.17,4376.97,4394.96
2024-07-29,264989.48,263197.18,142179.25,141874.7,5228.88,4887.55
2024-07-30,325123.6,250042.36,165204.47,164425.61,5860.9,5283.97
2024-07-31,422813.36,174325.05,135949.42,135208.55,7164.42,6330.2
2024-08-01,383190.19,250362.55,169456.82,168742.79,6641.64,5818.32
2024-08-02,256176.76,259528.43,162680.81,161187.07,5007.49,4598.37
2024-08-03,244197.54,304194.62,166544.32,159988.89,4863.73,4499.18
2024-08-04,182485.61,471426.65,152248.89,151851.23,2830.93,2834.53
2024-08-05,247069.09,318221.63,182387.52,178154.89,4592.42,4516.84
2024-08-06,247366.18,295158.59,178861.57,177103.4,4734.02,4429.14
2024-08-07,223803.99,245451.56,152536.72,152536.72,5055.21,4756.73
2024-08-08,224314.04,299469.62,155763.61,155763.61,4446.1,4157.47
2024-08-09,200607.47,322768.27,147946.83,147946.83,4015.53,3881.3
2024-08-10,212324.18,344414.37,156251.39,156251.39,4251.69,4148.55
2024-08-11,217826.05,386247.96,164902.3,164902.3,3378.35,3384.68
2024-08-12,230781.9,284823.47,153144.55,153144.55,4701.43,4384.42
2024-08-13,240586.41,264276.91,149109.07,149109.07,5133.25,4649.71
2024-08-14,299913.35,285971.01,166619.92,166619.92,5665.45,5074.02
2024-08-15,235770.47,326971,148704.93,148704.93,4898.03,5025.83
2024-08-16,341921.98,249047.42,155487.37,155487.37,5783.58,5103.52
2024-08-17,296359.32,290621.48,165023.47,165023.47,5426.05,4856.45
2024-08-18,186149.81,341108.6,139162.84,139162.84,3951.54,4032.68
2024-08-19,239727.03,308370.75,154657.65,154657.65,4728.72,4184.59
2024-08-20,269966.68,300583.03,157125.97,157125.97,4783.31,4293.53
2024-08-21,168811.43,343248.32,126331.65,126331.65,3807.19,3759.41
2024-08-22,223949.64,373635.06,157807.09,157807.09,4348.32,4400.55
2024-08-23,223741.12,316757.3,148956.16,148956.16,4292.78,4418.13
2024-08-24,183632.29,315423.41,127308.27,127308.27,3824.66,3910.18
2024-08-25,157185.19,477063.29,123148.52,123148.52,2251.56,2303.56
2024-08-26,122915.57,430835.81,100597.98,100597.98,1956.41,1993.12
2024-08-27,189879.39,465616.21,153190.07,153190.07,2461.03,2456.08
2024-08-28,235509.57,414423.31,163256.72,163256.72,3608.79,3513.19
2024-08-29,210463.98,404507.6,147772.74,147772.74,3141.33,3060.11
2024-08-30,225595.13,387593.92,163339.64,163339.64,4194.31,4135.07
2024-08-31,195953.17,347110.64,136803.29,136803.29,4110.82,4309.42
2024-09-01,158053.02,418356.04,122718.28,122718.28,2888.23,3274.76
2024-09-02,169591.25,333115.3,108999.36,108999.36,4128.17,4620.48
2024-09-03,166233.02,376048.37,115105.6,115105.6,3850.57,4451.6
2024-09-04,212348.01,306252.03,112989.96,112989.96,4504.35,4970.86
2024-09-05,166894.4,380358.55,113356.6,113356.6,3905.03,4440.39
2024-09-06,162520.43,386311.6,114573.12,114573.12,3582.53,4057.32
2024-09-07,168061.72,400443.34,119791.01,119505.59,3397.36,3674.24
2024-09-08,164069.46,435248.43,118265.65,118265.65,2818.99,3051.11
2024-09-09,177513.69,395608.73,119565.64,119565.64,3265.48,3532.36
2024-09-10,151646.77,433336.13,106883.11,106883.11,2889.61,3107.67
2024-09-11,198044.49,397279.11,126629.02,126324.42,3686.96,3764.83
2024-09-12,201316.15,417455.22,130400.67,128674.86,3785.77,3738.68
2024-09-13,121362.26,465301.8,90896.87,90896.87,2952.04,3135.45
2024-09-14,229656.03,465407.91,164629.39,159293.3,3446.59,3385.49
2024-09-15,193493.99,516707.83,156440.05,155998.84,2606.03,2730.71
2024-09-16,239421.3,479487.06,177061.64,177061.64,3604.31,3596.26
2024-09-17,230430.21,471440.01,184428.66,184428.66,3303.28,3308.42
2024-09-18,310355.95,391949.37,201162.21,201013.63,4780.54,4507.57
2024-09-19,294673.61,323212.25,189727.85,189727.85,5159.09,4872.51
2024-09-20,340385.22,348294.9,213253.26,211258.25,5508.95,5280.29
2024-09-21,332459.33,331084.16,205170.69,205134.03,5678.38,5165.43
2024-09-22,239574,313552.82,166950.32,167006.76,4204.01,4379.6
2024-09-23,292537.91,307677.75,169162.71,169497.56,5303.61,4934.75
2024-09-24,292013.08,253188.1,159570.82,155010.2,5885.94,5482.24
2024-09-25,296371.55,250557.57,169814.55,169814.55,6107.07,5570.81
2024-09-26,244724.69,319954.97,178687.12,178687.12,5260.79,4879.75
2024-09-27,246947.62,354147.04,165160.81,165160.81,4787.79,4523.82
2024-09-28,304446.8,356486.19,193623.2,193623.2,5050.79,4604.27
2024-09-29,244656.64,395079.16,180781.6,180781.6,4069.86,4066.69
2024-09-30,301931.61,360281.46,200747.41,200747.41,5169.99,4681.9
2024-10-01,274705.82,301876.47,170997.68,170997.68,5315.47,5088.45
2024-10-02,231076.63,359288.77,172467.91,172467.91,5012.8,5559.7
2024-10-03,289179.18,336082.99,159675.79,159675.79,5443.45,4975.57
2024-10-04,299769.48,326671.53,154733.47,154733.47,5403.28,5019.52
2024-10-05,218746.79,350479.76,138601.78,138601.78,4857.25,4539.84
2024-10-06,204832.81,375423.93,148338.98,148338.98,3728.56,3756.65
2024-10-07,238017.11,280669.46,126743.67,126743.67,5270.44,4678.75
2024-10-08,252196.74,248301.6,123439.27,123439.27,5476.2,5103
2024-10-09,262913.17,232633.25,127578.54,127578.54,5725.48,5266.3
2024-10-10,264287.79,266989.75,146625.17,146625.17,5686.63,5370.16
2024-10-11,208273.35,342730.59,149187.92,149187.92,3871.82,3887.56
2024-10-12,129714.87,385494.84,116025.91,116025.91,2671.33,2879.17
2024-10-13,158426.51,482812.69,123233.34,123233.34,2486.53,2585.28
2024-10-14,196809.86,418137.65,139052.28,139052.28,3166.8,3251.02
2024-10-15,229983.97,415762.74,155644.01,155644.01,3493.57,3594.53
2024-10-16,208640.42,410528.56,146464.16,146464.16,3558.8,3780.73
2024-10-17,204168.45,377986.57,148076.49,148076.49,3941.34,4346.66
2024-10-18,201219.26,421611.93,147202.68,147202.68,3787.09,4083.92
2024-10-19,212023.74,424060.28,152249.74,152249.74,3671.06,3972.85
2024-10-20,164866.3,476633.06,131665.12,131665.12,2995.75,3186.65
2024-10-21,209222.65,429989.35,144591.53,144591.53,3625.98,3828.44
2024-10-22,208655.87,435994.45,145755.6,145755.6,3632.64,3785.98
2024-10-23,199787.24,471991.25,143362.76,143362.76,3479.97,3658.38
2024-10-24,196207.08,521666.15,144305.31,144305.31,3315.47,3496.75
2024-10-25,204720.21,502734.11,155983.61,155983.61,3140.71,3396.89
2024-10-26,204259.67,489850.5,146661.39,146661.39,3334.11,3640.16
2024-10-27,151415.94,576071.51,120471.89,120471.89,2411.85,2593.49
2024-10-28,187238.86,502438.84,133467.08,133467.08,3173.77,3461.4
2024-10-29,190443.92,419280.77,129091.82,129091.82,3408.15,3742.41
2024-10-30,230315.12,413159.93,147970.76,147970.76,3800.1,4190.75
2024-10-31,172717.48,476669.14,130197.19,130197.19,2743.24,3072.53
2024-11-01,194085.23,518069.91,138874.83,138874.83,2682.94,2896.29
2024-11-02,161086.62,543493.21,116920.45,116920.45,2339.39,2512.46
2024-11-03,188763.95,621365.71,134432.35,134432.35,2183.32,2298.86
2024-11-04,255776.49,507076.4,160299.41,160299.41,3421.94,3725.42
2024-11-05,269282.82,515113.78,176577.35,176577.35,3610.88,3992.41
2024-11-06,266202.52,522969.97,178869.86,178869.86,3370.4,3641.34
2024-11-07,277589.47,528565.07,190547.94,190547.94,3315.58,3581.28
2024-11-08,293993.96,514554.66,199257.8,199257.8,3372.68,3620.95
2024-11-09,299186.4,492810.01,205065.33,205065.33,3435.97,3684.56
2024-11-10,248059.41,536230.37,166893.83,166893.83,2745.72,2849.59
2024-11-11,305739.14,420770.07,185396.18,185396.18,3767.64,3980.7
2024-11-12,281219.9,430875.99,184072.35,184072.35,3556.91,3804.64
2024-11-13,278542.23,424181.68,183205.51,183205.51,3525.73,3760.64
2024-11-14,271467.18,449933.18,184156.35,184156.35,3477.44,3669.67
2024-11-15,299014.76,456305.93,201829,201829,3520.04,3635.96
2024-11-16,312444.86,495252.63,221665.46,221665.46,3292.38,3385.01
2024-11-17,265267.63,555407.22,193408.55,193408.55,2763.58,2830
2024-11-18,325189.16,526469.98,227574.34,227574.34,3383.33,3501.77
2024-11-19,306691.81,530425.94,218181.67,218181.67,3122.89,3234.55
2024-11-20,261439.54,504676.15,185017.07,185017.07,3009.93,3120.77
2024-11-21,276862.7,489865.9,185218.42,185218.42,3328.72,3530.93
2024-11-22,303535.51,492924.6,200948.9,200948.9,3471.04,3643.8
2024-11-23,297521.78,456767.09,194585.8,194585.8,3607.96,3753.81
2024-11-24,241792.38,527550.63,170538.19,170538.19,2825.25,2933.08
2024-11-25,289772.93,467591.07,192850.03,192850.03,3546.83,3713.58
2024-11-26,311175.94,469256.97,207958.68,207958.68,3620.21,3788.15
2024-11-27,309942.31,436251.15,196552.2,196552.2,3738.7,3863.14
2024-11-28,316778.79,470742.62,214276.92,214276.92,3640.47,3870
2024-11-29,291208.56,459401.72,201068.48,201068.48,3444.52,3627.8
2024-11-30,312196.84,445045.17,200694.24,200694.24,3757.23,3996.29
2024-12-01,253428.9,473516.91,173104.29,173104.29,3039.12,3112.75
2024-12-02,279294.07,438349.85,177655.52,177655.52,3558.66,3647.58
2024-12-03,264496.25,463681.41,178673.36,178673.36,3368.41,3425.39
2024-12-04,270406.18,470505.15,200472.23,200472.23,3165.77,3194.21
2024-12-05,326590.94,427901,191074.23,191074.23,3951.46,3976.04
2024-12-06,347294.17,414316.46,197880.45,197880.45,4187.52,4257.05
2024-12-07,354168.56,413555.95,178417.04,178417.04,3526.05,3532.74
2024-12-08,266231.59,471800.15,182813.62,182813.62,3021.62,3038.35
2024-12-09,293283.53,434265.45,197825.89,197825.89,3517.56,3490.21
2024-12-10,314857.91,469746.98,213416.15,213416.15,3589.08,3542.18
2024-12-11,332935.53,469358.89,211521.94,211521.94,3906.3,3756.38
2024-12-12,339630.6,471148.62,222663.54,222663.54,3894.05,3830.93
2024-12-13,345049.45,476444.86,222258.91,222258.91,3874.57,3821.82
2024-12-14,317870.74,496965.84,220060.78,220060.78,3447.77,3460.21
2024-12-15,305881.19,570180.61,222828.55,222828.55,2931.39,2942.39
2024-12-16,351483.48,474501.88,227625.01,227625.01,3924.78,3906.44
2024-12-17,355394.52,468746.55,233444.66,233444.66,3988.92,4030.71
2024-12-18,381355.14,438688.04,225681.94,225681.94,4550.24,4339.66
2024-12-19,356581.82,422513.68,213813.87,213813.87,4698.72,4474.02
2024-12-20,369948.93,429620.31,220632.95,220632.95,4488.84,4252.01
2024-12-21,377195.99,436641.93,226307.5,226307.5,4449.14,4208.04
2024-12-22,352705.53,536624.98,256030.9,256030.9,3336.43,3366.49
2024-12-23,404481.96,489937.1,255570.93,255570.93,4489.84,4309.26
2024-12-24,409075.55,460637.17,243700.18,243700.18,4737.73,4501.65
2024-12-25,377388.39,499549.18,254278.15,254278.15,4290.38,4266.84
2024-12-26,359103.96,444586.19,217009.25,217009.25,4542.36,4390.75
2024-12-27,365948.06,465431.38,231316.8,231316.8,4471.04,4446.86
2024-12-28,334287.75,487303.34,224911.69,224911.69,3658.73,3616.9
2024-12-29,244208.52,563066.18,189396.45,189396.45,2934.3,2890.93
2024-12-30,341145.61,444709.15,223029.05,223029.05,4659.31,4567.48
2024-12-31,314488.1,440971.4,209712.45,209712.45,4516.62,4384.21
2025-01-01,278235.93,404460.79,203496.54,203496.55,3724.62,3725.31
2025-01-02,323380.57,504506.78,230607.21,230607.21,3863.89,3805.29
2025-01-03,310159.63,523911.98,225633.05,225633.05,3719.84,3756.96
2025-01-04,333634.85,485270.55,227664.68,227664.68,4253.86,4255.04
2025-01-05,275882.84,495228.35,199492.05,199492.05,3395.79,3434.36
2025-01-06,334146.84,412557.88,199499.98,199499.98,4940.59,5003.29
2025-01-07,340448.73,412899.55,200063.24,200063.25,4928.84,4871.12
2025-01-08,326155.67,413400.67,191681.98,191681.98,4851.79,4755.7
2025-01-09,354939.14,386492.75,184144.03,184144.03,5080.65,4886.47
2025-01-10,337946.86,374547.33,181038.8,181038.8,4972.83,4816.08
2025-01-11,333680.61,390295.69,189511.77,189511.77,5036.04,4950.31
2025-01-12,258785.55,421365.78,186512.19,186512.19,4077.94,4395.81
2025-01-13,330823.63,374732.82,183889.46,183889.46,5147.96,5198.21
2025-01-14,313787.94,432049.92,206858.53,206858.53,4689.01,4717.72
2025-01-15,308561.62,441274.85,201244.61,201244.61,4616.28,4881.96
2025-01-16,297053.76,410484.98,189164.16,189164.16,4506.09,4560.26
2025-01-17,301758.48,406306.28,189505.84,189505.84,4794.44,4850.73
2025-01-18,317178.6,395875.2,190487.22,190487.22,4889.92,4826.15
2025-01-19,286436.03,445571.96,203382.2,203382.2,3813.02,4009.18
2025-01-20,317489.53,393312.03,176801.78,176801.78,4824.5,4527.03
2025-01-21,310977,394980.77,174966.8,174966.8,4723.16,4553.16
2025-01-22,287024.35,411269.66,178738.3,178738.3,4424.65,4224.45
2025-01-23,299473.27,415384.22,191408.86,191408.86,4338.97,4211.69
2025-01-24,307377.98,379464.25,179886.61,179886.61,4615.11,4349.55
2025-01-25,286886.71,423453.43,175322.43,175322.43,4264.85,4190.1
2025-01-26,226153.19,492667.5,173068.8,173068.8,2938.32,3010.05
2025-01-27,299202.97,427747.18,190870.56,190870.56,4482.04,4480.26
2025-01-28,306949.88,410739.85,189835.78,189835.78,4327.28,4279.81
2025-01-29,307289.87,422221.77,194906.31,194906.31,4197.94,4089.43
2025-01-30,352194.07,398596.96,202128.55,202128.55,4555.56,4400.11
2025-01-31,354839.77,398905.3,205576.32,205576.32,4610.72,4475.75
2025-02-01,351162.97,370868.74,201484.12,201484.12,4892.69,4799.35
2025-02-02,254161.56,390319,177055.9,177055.9,3470.61,3527.68
2025-02-03,313188.4,363078.36,182783.56,182783.56,4607.04,4454.01
2025-02-04,331274.58,374931.48,190288,190288,4552.76,4395.15
2025-02-05,340586.31,374189.51,191412.53,191412.53,4627.16,4500.54
2025-02-06,357829.1,359226.05,196403.44,196403.44,4713.24,4507.67
2025-02-07,326844.46,372585.25,188680.27,188680.27,4469.91,4266.61
2025-02-08,315440.68,422962.2,196422.41,196422.42,3917.08,3840.86
2025-02-09,290825.1,467936.83,200661.16,200661.16,3266.59,3236.31
2025-02-10,345423.44,375601.06,188666.05,188666.05,4432.76,4403.15
2025-02-11,376026.53,368926.19,190479.05,190479.05,4431.14,4445.19
2025-02-12,382013.97,355057.45,199475.71,199475.71,4792.41,4733.48
2025-02-13,396962.57,348476.68,201250.75,201250.75,4870.72,4831.11
2025-02-14,371928.33,348544.22,193533.84,193533.84,4571.41,4543.1
2025-02-15,306966.66,380875.92,195265.37,195265.37,4129.35,4207.2
2025-02-16,284972.06,456643.55,189350.47,189350.47,3143.99,3171.06
2025-02-17,352384.69,388676.12,202471.42,202471.42,4376.56,4462.15
2025-02-18,355561.68,371163.05,195744.33,195744.33,4327.33,4333.93
2025-02-19,354564.56,329901.34,179167.82,179167.82,4474.99,4386.34
2025-02-20,371086.66,341211.41,185286.35,185286.35,4501.5,4361.55
2025-02-21,397365.65,338644.49,196572.12,196572.12,4847.23,4710.22
2025-02-22,386028.79,360164.94,209834.75,209834.75,4690.03,4522.51
2025-02-23,335200.1,375065.27,202352.79,202352.79,3895.73,4010.38
2025-02-24,369139.56,348599.48,198666.05,198666.05,4753.77,4591.44
2025-02-25,362686.28,338530.6,190146.14,190146.14,4674.27,4576.14
2025-02-26,338522.97,323795.66,175451.1,175451.1,4381.5,4288.75
2025-02-27,348558.07,359002.25,197723.94,197723.94,4344.86,4302.67
2025-02-28,361386.27,330349.83,191969.13,191969.13,4519.81,4578.7
2025-03-01,309416.67,289257.69,161996.98,161996.98,4218.2,4171.77
2025-03-02,286169.95,362448.08,170145.23,170145.23,3604.27,3557.22
2025-03-03,339964.32,288495.04,174562.82,174562.82,4970.2,4716.75
2025-03-04,352676.32,275391.83,171366.12,171366.12,5048.75,4732
2025-03-05,359543.28,281535.89,174961.44,174961.44,4999.26,4560.49
2025-03-06,364084.07,330415.9,184777.43,184777.43,4814.32,4468
2025-03-07,376403.17,319439.65,184094.02,184094.02,5070.85,4656.42
2025-03-08,333085.65,336147.99,178342.1,178342.1,4609.86,4309.84
2025-03-09,289726.98,369660.78,158029.23,158029.23,3500.63,3437.71
2025-03-10,359539.62,304804.86,176428.55,176428.55,4940.85,4811.29
2025-03-11,355529.71,306630.76,180886.78,180886.78,4776.42,4678.79
2025-03-12,364785.5,299675.13,190729.97,190729.97,4853.12,4681.58
2025-03-13,354818.09,302158.93,189007.92,189007.92,4603.62,4546.1
2025-03-14,296529.29,499061.8,209500.2,209500.2,2969.51,3056.18
2025-03-15,294882.15,418820.35,185095.43,185095.43,3596.52,3514.95
2025-03-16,294650.29,439654.03,194075.58,194075.58,3235.1,3186.81
2025-03-17,366686.31,301768.43,177059.03,177059.03,4901.02,4584.31
2025-03-18,359837.82,305501.18,186635.66,186635.66,5136.01,4714.66
2025-03-19,288650.03,344101.82,195226.04,195226.04,4667.96,4325.82
2025-03-20,352880.07,346899.5,184024.23,184024.23,4554.19,4181.42
2025-03-21,367225.04,315443.46,168832.85,168832.85,5091.47,4491.87
2025-03-22,263126.14,343372.55,165679.09,165679.09,4533.88,4149.57
2025-03-23,178241.04,439333.07,127609.19,127609.19,2870.63,2827.01
2025-03-24,291947.63,379013.66,166462.29,166462.29,3898.09,3654.06
2025-03-25,296926,369697.15,178363.84,178363.83,4152.41,3846.12
2025-03-26,318512.41,352674.05,179227.13,179227.13,4506.74,4173.34
2025-03-27,314217.47,334736.21,174224.71,174224.71,4954.29,4350.36
2025-03-28,329426.52,317020.5,172523.79,172523.79,5181.79,4461.11
2025-03-29,346377.75,313833.07,168055.86,168055.86,5800.86,5039.92
2025-03-30,304466.18,421228.92,185020.38,185020.38,3823.77,3628.46
2025-03-31,311785.93,391160.27,185630.96,185630.96,4586.96,4231
2025-04-01,346369.71,374390.96,210816.63,210816.63,5007.49,4683.73
2025-04-02,268318.28,398994.53,193628.57,193628.57,4614.87,4234.35
2025-04-03,221869.36,398881.07,158409.42,158409.42,4132.13,3901.44
2025-04-04,305072.43,385789.25,181013.63,181013.63,4932.5,4434.52
